rep,method,k,n,h,value
18,LP1,1,1000,0.11,0.04811180053939351
18,SPARR,1,1000,0.11,5.350645134684764
18,LP0,1,1000,0.13,4.3141244514106205
18,LP1,1,1000,0.13,0.576170641047053
18,SPARR,1,1000,0.13,6.422038020841459
18,LP0,1,1000,0.15000000000000002,3.575317689988196
18,LP1,1,1000,0.15000000000000002,3.0009438056699107
18,SPARR,1,1000,0.15000000000000002,7.541114847752541
18,LP0,1,1000,0.17,4.683582265965377
18,LP1,1,1000,0.17,1.2059145949597037
18,SPARR,1,1000,0.17,8.70392967060981
18,LP0,1,1000,0.19,6.381948115427548
18,LP1,1,1000,0.19,0.3616570720314842
18,SPARR,1,1000,0.19,9.900162547794555
18,LP0,1,1000,0.21000000000000002,5.869592499818736
18,LP1,1,1000,0.21000000000000002,2.064994570871398
18,SPARR,1,1000,0.21000000000000002,11.108997267698248
18,LP0,1,1000,0.23,6.5199696072461215
18,LP1,1,1000,0.23,1.952890441962549
18,SPARR,1,1000,0.23,12.301489555969582
18,LP0,1,1000,0.25,8.649053195855764
18,LP1,1,1000,0.25,0.5085310945500547
18,SPARR,1,1000,0.25,13.444998650626122
19,LP0,1,1000,0.01,34.90191809561218
19,LP1,1,1000,0.01,34.90191809561218
19,SPARR,1,1000,0.01,22.448935051636226
19,LP0,1,1000,0.03,14.642449227424592
19,LP1,1,1000,0.03,15.001882391540995
19,SPARR,1,1000,0.03,10.334898415668853
19,LP0,1,1000,0.05,8.039188945743453
19,LP1,1,1000,0.05,30.714161261332475
19,SPARR,1,1000,0.05,4.426575687205489
19,LP0,1,1000,0.06999999999999999,3.7758447468881267
19,LP1,1,1000,0.06999999999999999,41.0481295003986
19,SPARR,1,1000,0.06999999999999999,3.2119808145450444
19,LP0,1,1000,0.09,1.184645849925224
19,LP1,1,1000,0.09,31.1628278323417
19,SPARR,1,1000,0.09,3.6451702300925226
19,LP0,1,1000,0.11,0.5334047526395843
19,LP1,1,1000,0.11,21.618833457542717
19,SPARR,1,1000,0.11,4.692084701310224
19,LP0,1,1000,0.13,1.3187844762406709
19,LP1,1,1000,0.13,5.9080768634633305
19,SPARR,1,1000,0.13,5.964321193771867
19,LP0,1,1000,0.15000000000000002,2.376384064809901
19,LP1,1,1000,0.15000000000000002,1.3084831993191548
19,SPARR,1,1000,0.15000000000000002,7.311007315017759
19,LP0,1,1000,0.17,3.841446251105026
19,LP1,1,1000,0.17,0.14344166932323357
19,SPARR,1,1000,0.17,8.671190561000108
19,LP0,1,1000,0.19,5.327272011767687
19,LP1,1,1000,0.19,1.6472643478003695e-4
19,SPARR,1,1000,0.19,10.015246491073716
19,LP0,1,1000,0.21000000000000002,6.767517300652008
19,LP1,1,1000,0.21000000000000002,0.012015561272125266
19,SPARR,1,1000,0.21000000000000002,11.323080359682251
19,LP0,1,1000,0.23,8.781743247894191
19,LP1,1,1000,0.23,0.11908654673947722
19,SPARR,1,1000,0.23,12.575258780631687
19,LP0,1,1000,0.25,9.407571764206507
19,LP1,1,1000,0.25,0.010858440262148352
19,SPARR,1,1000,0.25,13.750527373490058
20,LP0,1,1000,0.01,34.90191809561218
20,LP1,1,1000,0.01,34.90191809561218
20,SPARR,1,1000,0.01,30.599509524007498
20,LP0,1,1000,0.03,14.642449227424592
20,LP1,1,1000,0.03,54.36771626753175
20,SPARR,1,1000,0.03,11.825254099734302
20,LP0,1,1000,0.05,8.039188945743453
20,LP1,1,1000,0.05,23.337514226178044
20,SPARR,1,1000,0.05,8.293486568548625
20,LP0,1,1000,0.06999999999999999,5.4738050080152405
20,LP1,1,1000,0.06999999999999999,27.714565222481294
20,SPARR,1,1000,0.06999999999999999,8.010626848385563
20,LP0,1,1000,0.09,6.422298489569055
20,LP1,1,1000,0.09,11.4630700898255
20,SPARR,1,1000,0.09,8.228646615223038
20,LP0,1,1000,0.11,8.029743419379084
20,LP1,1,1000,0.11,4.515944096856571
20,SPARR,1,1000,0.11,8.576773223436067
20,LP0,1,1000,0.13,8.349948412238412
20,LP1,1,1000,0.13,5.934150871096406
20,SPARR,1,1000,0.13,9.086323700739381
20,LP0,1,1000,0.15000000000000002,8.130607991033786
20,LP1,1,1000,0.15000000000000002,7.266158016792592
20,SPARR,1,1000,0.15000000000000002,9.755230498889965
20,LP0,1,1000,0.17,9.296496172334866
20,LP1,1,1000,0.17,5.589288755142839
20,SPARR,1,1000,0.17,10.555400249424036
20,LP0,1,1000,0.19,7.834154942657693
20,LP1,1,1000,0.19,9.962913921729093
20,SPARR,1,1000,0.19,11.453057644231995
20,LP0,1,1000,0.21000000000000002,9.021418210220347
20,LP1,1,1000,0.21000000000000002,6.558154027432916
20,SPARR,1,1000,0.21000000000000002,12.412695082249623
20,LP0,1,1000,0.23,9.920950476920334
20,LP1,1,1000,0.23,5.348105659743653
20,SPARR,1,1000,0.23,13.397550719984533
20,LP0,1,1000,0.25,9.99738045990382
20,LP1,1,1000,0.25,6.1654427813449635
20,SPARR,1,1000,0.25,14.370858793765512
21,LP0,1,1000,0.01,34.90191809561218
21,LP1,1,1000,0.01,34.90191809561218
21,SPARR,1,1000,0.01,34.5738311102172
21,LP0,1,1000,0.03,34.90191809561218
21,LP1,1,1000,0.03,34.90191809561218
21,SPARR,1,1000,0.03,5.287525739018266
21,LP0,1,1000,0.05,0.28197981774111724
21,LP1,1,1000,0.05,67.037548527123
21,SPARR,1,1000,0.05,3.8603934629579473
21,LP0,1,1000,0.06999999999999999,0.5681600618338323
21,LP1,1,1000,0.06999999999999999,2.3973044080694663
21,SPARR,1,1000,0.06999999999999999,4.661248522071497
21,LP0,1,1000,0.09,5.259027273791376
21,LP1,1,1000,0.09,2.4360332184616484
21,SPARR,1,1000,0.09,5.338678405707712
21,LP0,1,1000,0.11,6.300553108971597
21,LP1,1,1000,0.11,0.0021983774326990477
21,SPARR,1,1000,0.11,5.969740955347087
21,LP0,1,1000,0.13,4.3141244514106205
21,LP1,1,1000,0.13,3.1577903493799284
21,SPARR,1,1000,0.13,6.694284556625828
21,LP0,1,1000,0.15000000000000002,5.018270288607515
21,LP1,1,1000,0.15000000000000002,2.5449524999985234
21,SPARR,1,1000,0.15000000000000002,7.560799045029088
21,LP0,1,1000,0.17,5.9361534568142265
21,LP1,1,1000,0.17,2.1390698428183077
21,SPARR,1,1000,0.17,8.555956877081394
21,LP0,1,1000,0.19,5.842711246028255
21,LP1,1,1000,0.19,3.2931486584955167
21,SPARR,1,1000,0.19,9.646480321560988
21,LP0,1,1000,0.21000000000000002,6.767517300652008
21,LP1,1,1000,0.21000000000000002,2.500701059922756
21,SPARR,1,1000,0.21000000000000002,10.794015691574279
21,LP0,1,1000,0.23,7.303537843789375
21,LP1,1,1000,0.23,2.5614095885658332
21,SPARR,1,1000,0.23,11.958014955034502
21,LP0,1,1000,0.25,7.745733062776452
21,LP1,1,1000,0.25,2.7797779558918814
21,SPARR,1,1000,0.25,13.097420788708806
22,LP0,1,1000,0.01,740.5026647652752
22,LP1,1,1000,0.01,17536.674973925932
22,SPARR,1,1000,0.01,24.65135103829199
22,LP0,1,1000,0.03,0.11285101528883809
22,LP1,1,1000,0.03,504.4682337075626
22,SPARR,1,1000,0.03,1.7886623401744963
22,LP0,1,1000,0.05,0.28197981774111724
22,LP1,1,1000,0.05,10.427508615289227
22,SPARR,1,1000,0.05,1.6811018268201245
22,LP0,1,1000,0.06999999999999999,0.5681600618338323
22,LP1,1,1000,0.06999999999999999,0.38559348846948227
22,SPARR,1,1000,0.06999999999999999,1.7766123682227568
22,LP0,1,1000,0.09,1.184645849925224
22,LP1,1,1000,0.09,0.07521953967448633
22,SPARR,1,1000,0.09,2.6405189662292403
22,LP0,1,1000,0.11,0.16545020619907072
22,LP1,1,1000,0.11,1.4874994404244697
22,SPARR,1,1000,0.11,3.926714341822146
22,LP0,1,1000,0.13,0.6402153086403648
22,LP1,1,1000,0.13,0.030650379016182956
22,SPARR,1,1000,0.13,5.401626037475545
22,LP0,1,1000,0.15000000000000002,1.4214694130726298
22,LP1,1,1000,0.15000000000000002,0.16303168608572408
22,SPARR,1,1000,0.15000000000000002,6.93844959272393
22,LP0,1,1000,0.17,4.39360432022371
22,LP1,1,1000,0.17,3.78682357924337
22,SPARR,1,1000,0.17,8.470942747739404
22,LP0,1,1000,0.19,5.842711246028255
22,LP1,1,1000,0.19,2.4444475679372197
22,SPARR,1,1000,0.19,9.96479967783271
22,LP0,1,1000,0.21000000000000002,6.767517300652008
22,LP1,1,1000,0.21000000000000002,0.9440082216918432
22,SPARR,1,1000,0.21000000000000002,11.399565585893667
22,LP0,1,1000,0.23,7.920385200329759
22,LP1,1,1000,0.23,0.4844257392194254
22,SPARR,1,1000,0.23,12.757562742645401
22,LP0,1,1000,0.25,8.649053195855764
22,LP1,1,1000,0.25,0.03723644085813169
22,SPARR,1,1000,0.25,14.019485825869946
23,LP0,1,1000,0.01,34.90191809561218
23,LP1,1,1000,0.01,34.90191809561218
23,SPARR,1,1000,0.01,34.35609081643242
23,LP0,1,1000,0.03,34.90191809561218
23,LP1,1,1000,0.03,34.90191809561218
23,SPARR,1,1000,0.03,5.915300468020294
23,LP0,1,1000,0.05,0.28197981774111724
23,LP1,1,1000,0.05,83.26992282261276
23,SPARR,1,1000,0.05,3.718311501664935
23,LP0,1,1000,0.06999999999999999,5.4738050080152405
23,LP1,1,1000,0.06999999999999999,0.06608416080872985
23,SPARR,1,1000,0.06999999999999999,2.741787954206743
23,LP0,1,1000,0.09,1.184645849925224
23,LP1,1,1000,0.09,14.467436910643178
23,SPARR,1,1000,0.09,2.7590345115332133
23,LP0,1,1000,0.11,1.4780007349831354
23,LP1,1,1000,0.11,4.187280492488254
23,SPARR,1,1000,0.11,3.4438872438094617
23,LP0,1,1000,0.13,0.8394545267441996
23,LP1,1,1000,0.13,5.448561726374511
23,SPARR,1,1000,0.13,4.519616283861852
23,LP0,1,1000,0.15000000000000002,0.44663301066863864
23,LP1,1,1000,0.15000000000000002,5.844237626855445
23,SPARR,1,1000,0.15000000000000002,5.807242305048891
23,LP0,1,1000,0.17,1.8153990090877135
23,LP1,1,1000,0.17,0.5021067217265439
23,SPARR,1,1000,0.17,7.189761019898105
23,LP0,1,1000,0.19,3.1070403675456735
23,LP1,1,1000,0.19,0.14086620144064893
23,SPARR,1,1000,0.19,8.596685921103694
23,LP0,1,1000,0.21000000000000002,4.6424848409757304
23,LP1,1,1000,0.21000000000000002,0.5184239291786747
23,SPARR,1,1000,0.21000000000000002,9.985186426151193
23,LP0,1,1000,0.23,5.6030189811376605
23,LP1,1,1000,0.23,0.2891750033621476
23,SPARR,1,1000,0.23,11.324714657985117
23,LP0,1,1000,0.25,6.727496749874654
23,LP1,1,1000,0.25,0.20586248237185598
23,SPARR,1,1000,0.25,12.588863010927847
24,LP0,1,1000,0.01,34.90191809561218
24,LP1,1,1000,0.01,34.90191809561218
24,SPARR,1,1000,0.01,0.5530719246070591
24,LP0,1,1000,0.03,20.235705502138977
24,LP1,1,1000,0.03,19.045245095505354
24,SPARR,1,1000,0.03,0.0023634386089515583
24,LP0,1,1000,0.05,3.144631604938115
24,LP1,1,1000,0.05,9.188709980981033
24,SPARR,1,1000,0.05,0.6473226821112462
24,LP0,1,1000,0.06999999999999999,0.0015336870701813676
24,LP1,1,1000,0.06999999999999999,16.054985403822574
24,SPARR,1,1000,0.06999999999999999,1.6230374602324245
24,LP0,1,1000,0.09,2.4660034884672393
24,LP1,1,1000,0.09,20.15983147281503
24,SPARR,1,1000,0.09,2.7078584553808973
24,LP0,1,1000,0.11,2.369507498334027
24,LP1,1,1000,0.11,3.5461716059257604
24,SPARR,1,1000,0.11,3.9168960345135524
24,LP0,1,1000,0.13,2.6008504283888363
24,LP1,1,1000,0.13,0.11876429479483576
24,SPARR,1,1000,0.13,5.201779137638277
24,LP0,1,1000,0.15000000000000002,2.376384064809901
24,LP1,1,1000,0.15000000000000002,0.14297441403806524
24,SPARR,1,1000,0.15000000000000002,6.510151840630192
24,LP0,1,1000,0.17,4.39360432022371
24,LP1,1,1000,0.17,0.20876054173207445
24,SPARR,1,1000,0.17,7.814960752074683
24,LP0,1,1000,0.19,5.582016924505631
24,LP1,1,1000,0.19,0.16650151733817314
24,SPARR,1,1000,0.19,9.10556381215278
24,LP0,1,1000,0.21000000000000002,6.088084722906705
24,LP1,1,1000,0.21000000000000002,4.1212796319764754e-4
24,SPARR,1,1000,0.21000000000000002,10.371932927115145
24,LP0,1,1000,0.23,7.303537843789375
24,LP1,1,1000,0.23,4.4631380014414425e-7
24,SPARR,1,1000,0.23,11.598203777288624
24,LP0,1,1000,0.25,7.745733062776452
24,LP1,1,1000,0.25,0.16700197464286176
24,SPARR,1,1000,0.25,12.763280320040097
25,LP0,1,1000,0.01,34.90191809561218
25,LP1,1,1000,0.01,34.90191809561218
25,SPARR,1,1000,0.01,0.1329549184202709
25,LP0,1,1000,0.03,75.01101268797508
25,LP1,1,1000,0.03,1.0219665620649927
25,SPARR,1,1000,0.03,2.8011629335407404
25,LP0,1,1000,0.05,1.0104297964058577
25,LP1,1,1000,0.05,235.93653598668533
25,SPARR,1,1000,0.05,0.012235134288995824
25,LP0,1,1000,0.06999999999999999,0.6923713778578993
25,LP1,1,1000,0.06999999999999999,46.18154927221268
25,SPARR,1,1000,0.06999999999999999,0.719514822521096
25,LP0,1,1000,0.09,0.1335967196233212
25,LP1,1,1000,0.09,44.29147134941854
25,SPARR,1,1000,0.09,2.057315009824419
25,LP0,1,1000,0.11,1.8975765058130623
25,LP1,1,1000,0.11,37.71972067916574
25,SPARR,1,1000,0.11,3.433186270920287
25,LP0,1,1000,0.13,2.6008504283888363
25,LP1,1,1000,0.13,13.052349764782564
25,SPARR,1,1000,0.13,4.798989654063641
25,LP0,1,1000,0.15000000000000002,1.8684243672611374
25,LP1,1,1000,0.15000000000000002,2.0840005346845016
25,SPARR,1,1000,0.15000000000000002,6.161842433822896
25,LP0,1,1000,0.17,3.0827037033386326
25,LP1,1,1000,0.17,1.8971315128142896
25,SPARR,1,1000,0.17,7.5237353589324485
25,LP0,1,1000,0.19,6.109354976335562
25,LP1,1,1000,0.19,4.514877608007197
25,SPARR,1,1000,0.19,8.880337455530618
25,LP0,1,1000,0.21000000000000002,4.451941177782702
25,LP1,1,1000,0.21000000000000002,7.343439942071328e-5
25,SPARR,1,1000,0.21000000000000002,10.22006818696004
25,LP0,1,1000,0.23,6.1448547341933235
25,LP1,1,1000,0.23,0.15600490429523936
25,SPARR,1,1000,0.23,11.523142449891536
25,LP0,1,1000,0.25,7.058939418200301
25,LP1,1,1000,0.25,0.033405021378259375
25,SPARR,1,1000,0.25,12.763601061488048
26,LP0,1,1000,0.01,113.46930175276322
26,LP1,1,1000,0.01,1880.3382476218212
26,SPARR,1,1000,0.01,2.1976460337349026
26,LP0,1,1000,0.03,0.11285101528883809
26,LP1,1,1000,0.03,0.8184683700729495
26,SPARR,1,1000,0.03,9.056015495288012
26,LP0,1,1000,0.05,8.039188945743453
26,LP1,1,1000,0.05,5.309533241370439
26,SPARR,1,1000,0.05,7.903095193462688
26,LP0,1,1000,0.06999999999999999,18.679096559468448
26,LP1,1,1000,0.06999999999999999,1.1004569190061289
26,SPARR,1,1000,0.06999999999999999,5.9157953465780295
26,LP0,1,1000,0.09,4.211887701681849
26,LP1,1,1000,0.09,28.52649033679742
26,SPARR,1,1000,0.09,5.284292173498298
26,LP0,1,1000,0.11,4.099431806043143
26,LP1,1,1000,0.11,12.728526266529489
26,SPARR,1,1000,0.11,5.421627544507549
26,LP0,1,1000,0.13,2.98874317749988
26,LP1,1,1000,0.13,13.613938970589244
26,SPARR,1,1000,0.13,6.062428419509396
26,LP0,1,1000,0.15000000000000002,4.2662916176177275
26,LP1,1,1000,0.15000000000000002,5.650994862618031
26,SPARR,1,1000,0.15000000000000002,7.029542017235237
26,LP0,1,1000,0.17,4.982826152495265
26,LP1,1,1000,0.17,3.7273710837978795
26,SPARR,1,1000,0.17,8.190494528708355
26,LP0,1,1000,0.19,4.367786448662716
26,LP1,1,1000,0.19,5.3738540519805795
26,SPARR,1,1000,0.19,9.451926693082664
26,LP0,1,1000,0.21000000000000002,5.444586007883476
26,LP1,1,1000,0.21000000000000002,2.9780823246755417
26,SPARR,1,1000,0.21000000000000002,10.748280090933942
26,LP0,1,1000,0.23,5.780852691286411
26,LP1,1,1000,0.23,3.105129830628365
26,SPARR,1,1000,0.23,12.030257871968299
26,LP0,1,1000,0.25,6.892221904540606
26,LP1,1,1000,0.25,2.002943022494122
26,SPARR,1,1000,0.25,13.257816373960706
27,LP0,1,1000,0.01,34.90191809561218
27,LP1,1,1000,0.01,34.90191809561218
27,SPARR,1,1000,0.01,27.896373420600927
27,LP0,1,1000,0.03,3.046093533983478
27,LP1,1,1000,0.03,147.61630335528224
27,SPARR,1,1000,0.03,3.3730726406531795
27,LP0,1,1000,0.05,1.6877316476086368
27,LP1,1,1000,0.05,23.771562692158277
27,SPARR,1,1000,0.05,1.4105134476022805
27,LP0,1,1000,0.06999999999999999,1.32302227379742
27,LP1,1,1000,0.06999999999999999,13.247125409956253
27,SPARR,1,1000,0.06999999999999999,1.6680242349023042
27,LP0,1,1000,0.09,0.01355551776279806
27,LP1,1,1000,0.09,16.599863110065545
27,SPARR,1,1000,0.09,2.4926247116525118
27,LP0,1,1000,0.11,0.3232498685738082
27,LP1,1,1000,0.11,1.3638246524935125
27,SPARR,1,1000,0.11,3.4668348254921506
27,LP0,1,1000,0.13,1.5988752076333086
27,LP1,1,1000,0.13,0.3306272720506905
27,SPARR,1,1000,0.13,4.541300085889224
27,LP0,1,1000,0.15000000000000002,2.653240692344377
27,LP1,1,1000,0.15000000000000002,0.36151341740888077
27,SPARR,1,1000,0.15000000000000002,5.702144674598635
27,LP0,1,1000,0.17,3.326351945139213
27,LP1,1,1000,0.17,0.0789491796959855
27,SPARR,1,1000,0.17,6.924977091299079
27,LP0,1,1000,0.19,4.142788579848173
27,LP1,1,1000,0.19,0.01994177542534856
27,SPARR,1,1000,0.19,8.183531637016836
27,LP0,1,1000,0.21000000000000002,4.451941177782702
27,LP1,1,1000,0.21000000000000002,0.11415916501629376
27,SPARR,1,1000,0.21000000000000002,9.452155930904059
27,LP0,1,1000,0.23,5.427963478525379
27,LP1,1,1000,0.23,0.04877551361524605
27,SPARR,1,1000,0.23,10.704319693451778
27,LP0,1,1000,0.25,6.892221904540606
27,LP1,1,1000,0.25,5.754098216873854e-4
27,SPARR,1,1000,0.25,11.912132514763
28,LP0,1,1000,0.01,34.90191809561218
28,LP1,1,1000,0.01,34.90191809561218
28,SPARR,1,1000,0.01,22.056944782846173
28,LP0,1,1000,0.03,5.842721671340673
28,LP1,1,1000,0.03,138.47872033130156
28,SPARR,1,1000,0.03,1.01813041600172
28,LP0,1,1000,0.05,0.056212534006857676
28,LP1,1,1000,0.05,0.36525254365729565
28,SPARR,1,1000,0.05,1.763151438506036
28,LP0,1,1000,0.06999999999999999,0.0015336870701813676
28,LP1,1,1000,0.06999999999999999,7.69429728532044e-10
28,SPARR,1,1000,0.06999999999999999,2.7407165653709806
28,LP0,1,1000,0.09,1.184645849925224
28,LP1,1,1000,0.09,4.423080406419208
28,SPARR,1,1000,0.09,3.941790348447989
28,LP0,1,1000,0.11,2.8937937125460267
28,LP1,1,1000,0.11,1.9102079860674062
28,SPARR,1,1000,0.11,5.278573166144385
28,LP0,1,1000,0.13,3.4035864310405257
28,LP1,1,1000,0.13,0.17608883876726772
28,SPARR,1,1000,0.13,6.629399582641043
28,LP0,1,1000,0.15000000000000002,3.575317689988196
28,LP1,1,1000,0.15000000000000002,0.031187974708794215
28,SPARR,1,1000,0.15000000000000002,7.95575912590553
28,LP0,1,1000,0.17,4.982826152495265
28,LP1,1,1000,0.17,0.013834639012407293
28,SPARR,1,1000,0.17,9.254880041833408
28,LP0,1,1000,0.19,6.944982619965562
28,LP1,1,1000,0.19,0.07821262574170726
28,SPARR,1,1000,0.19,10.527263791281843
28,LP0,1,1000,0.21000000000000002,7.0019801293942345
28,LP1,1,1000,0.21000000000000002,0.22465460366997467
28,SPARR,1,1000,0.21000000000000002,11.766886438256599
28,LP0,1,1000,0.23,8.781743247894191
28,LP1,1,1000,0.23,0.05915314733232484
28,SPARR,1,1000,0.23,12.960427285070573
28,LP0,1,1000,0.25,10.197968076457066
28,LP1,1,1000,0.25,0.13002292890230713
28,SPARR,1,1000,0.25,14.089088669682425
29,LP0,1,1000,0.01,34.90191809561218
29,LP1,1,1000,0.01,34.90191809561218
29,SPARR,1,1000,0.01,1.7843708280413735
29,LP0,1,1000,0.03,5.842721671340673
29,LP1,1,1000,0.03,56.56190329760798
29,SPARR,1,1000,0.03,2.0298951482478422
29,LP0,1,1000,0.05,0.28197981774111724
29,LP1,1,1000,0.05,0.061126004632320374
29,SPARR,1,1000,0.05,2.6352158470034066
29,LP0,1,1000,0.06999999999999999,5.4738050080152405
29,LP1,1,1000,0.06999999999999999,8.263774189027776
29,SPARR,1,1000,0.06999999999999999,3.372242917588243
29,LP0,1,1000,0.09,1.184645849925224
29,LP1,1,1000,0.09,5.048700768700975
29,SPARR,1,1000,0.09,4.203315373001061
29,LP0,1,1000,0.11,1.8975765058130623
29,LP1,1,1000,0.11,1.3437112460754466
29,SPARR,1,1000,0.11,5.0236219598296055
29,LP0,1,1000,0.13,3.8453801890107724
29,LP1,1,1000,0.13,0.05729540889493814
29,SPARR,1,1000,0.13,5.852151117118566
29,LP0,1,1000,0.15000000000000002,3.9131790608829298
29,LP1,1,1000,0.15000000000000002,0.36948229711565755
29,SPARR,1,1000,0.15000000000000002,6.738842970475897
29,LP0,1,1000,0.17,4.982826152495265
29,LP1,1,1000,0.17,0.2672508770855557
29,SPARR,1,1000,0.17,7.7116722883137445
29,LP0,1,1000,0.19,7.531814759642301
29,LP1,1,1000,0.19,0.054921957797243175
29,SPARR,1,1000,0.19,8.768828925116141
29,LP0,1,1000,0.21000000000000002,6.537047123323344
29,LP1,1,1000,0.21000000000000002,1.0624707503690778
29,SPARR,1,1000,0.21000000000000002,9.888174190558775
29,LP0,1,1000,0.23,7.506375421766365
29,LP1,1,1000,0.23,0.9933219476054533
29,SPARR,1,1000,0.23,11.036787870542394
29,LP0,1,1000,0.25,8.101084039026965
29,LP1,1,1000,0.25,1.3803772160248606
29,SPARR,1,1000,0.25,12.177064227458036
30,LP0,1,1000,0.01,113.46930175276322
30,LP1,1,1000,0.01,2161.2837920379384
30,SPARR,1,1000,0.01,1.8461604080284955
30,LP0,1,1000,0.03,20.235705502138977
30,LP1,1,1000,0.03,2.26709361345038
30,SPARR,1,1000,0.03,0.021099954591160357
30,LP0,1,1000,0.05,1.0104297964058577
30,LP1,1,1000,0.05,29.481070066010524
30,SPARR,1,1000,0.05,0.9653415013750446
30,LP0,1,1000,0.06999999999999999,0.5681600618338323
30,LP1,1,1000,0.06999999999999999,17.530706382465347
30,SPARR,1,1000,0.06999999999999999,1.8609107467151178
30,LP0,1,1000,0.09,1.7672588473621547
30,LP1,1,1000,0.09,11.898042633600399
30,SPARR,1,1000,0.09,2.9206189115614296
30,LP0,1,1000,0.11,1.8975765058130623
30,LP1,1,1000,0.11,2.9716310040501166
30,SPARR,1,1000,0.11,4.1229829340150985
30,LP0,1,1000,0.13,1.9059164434555502
30,LP1,1,1000,0.13,0.23418002210571856
30,SPARR,1,1000,0.13,5.379378488870099
30,LP0,1,1000,0.15000000000000002,2.1147786231154857
30,LP1,1,1000,0.15000000000000002,0.0047957393078788615
30,SPARR,1,1000,0.15000000000000002,6.658233029051019
30,LP0,1,1000,0.17,4.112892315270259
30,LP1,1,1000,0.17,0.618993124984422
30,SPARR,1,1000,0.17,7.9523357578202996
30,LP0,1,1000,0.19,4.835630412645841
30,LP1,1,1000,0.19,0.16039557575571237
30,SPARR,1,1000,0.19,9.255024279757793
30,LP0,1,1000,0.21000000000000002,6.537047123323344
30,LP1,1,1000,0.21000000000000002,0.31962534432031414
30,SPARR,1,1000,0.21000000000000002,10.551710162158157
30,LP0,1,1000,0.23,7.506375421766365
30,LP1,1,1000,0.23,0.07824447763550295
30,SPARR,1,1000,0.23,11.8190555605381
30,LP0,1,1000,0.25,8.649053195855764
30,LP1,1,1000,0.25,0.001969745088223517
30,SPARR,1,1000,0.25,13.028150394815889
31,LP0,1,1000,0.01,34.90191809561218
31,LP1,1,1000,0.01,34.90191809561218
31,SPARR,1,1000,0.01,30.882594513731544
31,LP0,1,1000,0.03,14.642449227424592
31,LP1,1,1000,0.03,46.66281661135549
31,SPARR,1,1000,0.03,5.70877154333928
31,LP0,1,1000,0.05,4.273468023609413
31,LP1,1,1000,0.05,64.18369692477104
31,SPARR,1,1000,0.05,2.2106443174765973
31,LP0,1,1000,0.06999999999999999,0.5681600618338323
31,LP1,1,1000,0.06999999999999999,22.355805994512977
31,SPARR,1,1000,0.06999999999999999,2.5659851443538613
31,LP0,1,1000,0.09,0.36781478605580675
31,LP1,1,1000,0.09,6.8166942229894865
31,SPARR,1,1000,0.09,3.6183686688386327
31,LP0,1,1000,0.11,1.4780007349831354
31,LP1,1,1000,0.11,0.5751000519790882
31,SPARR,1,1000,0.11,4.953281054903012
31,LP0,1,1000,0.13,3.8453801890107724
31,LP1,1,1000,0.13,0.38175514905611957
31,SPARR,1,1000,0.13,6.407947792882961
31,LP0,1,1000,0.15000000000000002,3.252707504933528
31,LP1,1,1000,0.15000000000000002,0.11685886819254043
31,SPARR,1,1000,0.15000000000000002,7.896562054430983
31,LP0,1,1000,0.17,4.39360432022371
31,LP1,1,1000,0.17,0.03157041811959302
31,SPARR,1,1000,0.17,9.376012712931448
31,LP0,1,1000,0.19,5.842711246028255
31,LP1,1,1000,0.19,0.005365424849050115
31,SPARR,1,1000,0.19,10.822279919275093
31,LP0,1,1000,0.21000000000000002,7.240435609550026
31,LP1,1,1000,0.21000000000000002,0.0015603981759958392
31,SPARR,1,1000,0.21000000000000002,12.217140018905143
31,LP0,1,1000,0.23,8.345507809039034
31,LP1,1,1000,0.23,0.011889665726773274
31,SPARR,1,1000,0.23,13.541703381663503
31,LP0,1,1000,0.25,9.99738045990382
31,LP1,1,1000,0.25,0.0028322159587497618
31,SPARR,1,1000,0.25,14.77481674943458
32,LP0,1,1000,0.01,34.90191809561218
32,LP1,1,1000,0.01,34.90191809561218
32,SPARR,1,1000,0.01,3.5380310383200597
32,LP0,1,1000,0.03,14.642449227424592
32,LP1,1,1000,0.03,0.03058722945750676
32,SPARR,1,1000,0.03,2.5699645777239204
32,LP0,1,1000,0.05,1.6877316476086368
32,LP1,1,1000,0.05,23.386308500371786
32,SPARR,1,1000,0.05,1.4242435715361634
32,LP0,1,1000,0.06999999999999999,0.0015336870701813676
32,LP1,1,1000,0.06999999999999999,13.403859329404499
32,SPARR,1,1000,0.06999999999999999,1.8247049937474764
32,LP0,1,1000,0.09,0.7181644961564401
32,LP1,1,1000,0.09,1.1137454916063245
32,SPARR,1,1000,0.09,2.7679938866872815
32,LP0,1,1000,0.11,1.1107801858442483
32,LP1,1,1000,0.11,0.7380116163072323
32,SPARR,1,1000,0.11,3.9476429727440845
32,LP0,1,1000,0.13,1.5988752076333086
32,LP1,1,1000,0.13,0.3644373667926059
32,SPARR,1,1000,0.13,5.183270723329422
32,LP0,1,1000,0.15000000000000002,2.9453485057189206
32,LP1,1,1000,0.15000000000000002,0.00949920262052935
32,SPARR,1,1000,0.15000000000000002,6.416012804663852
32,LP0,1,1000,0.17,4.683582265965377
32,LP1,1,1000,0.17,0.45382723497280847
32,SPARR,1,1000,0.17,7.644303836317565
32,LP0,1,1000,0.19,4.835630412645841
32,LP1,1,1000,0.19,0.008628693601532796
32,SPARR,1,1000,0.19,8.872476152445792
32,LP0,1,1000,0.21000000000000002,6.088084722906705
