rep,method,k,n,h,value
27,LP0,2.1,200,0.05,101.67864397880382
27,LP1,2.1,200,0.05,101.67864397880382
27,SPARR,2.1,200,0.05,30.43639933782092
27,LP0,2.1,200,0.06999999999999999,101.67864397880382
27,LP1,2.1,200,0.06999999999999999,101.67864397880382
27,SPARR,2.1,200,0.06999999999999999,22.695248532821935
27,LP0,2.1,200,0.09,101.67864397880382
27,LP1,2.1,200,0.09,101.67864397880382
27,SPARR,2.1,200,0.09,24.825586020293247
27,LP0,2.1,200,0.11,101.67864397880382
27,LP1,2.1,200,0.11,101.67864397880382
27,SPARR,2.1,200,0.11,27.444429765941063
27,LP0,2.1,200,0.13,101.67864397880382
27,LP1,2.1,200,0.13,101.67864397880382
27,SPARR,2.1,200,0.13,30.466787572131977
27,LP0,2.1,200,0.15000000000000002,101.67864397880382
27,LP1,2.1,200,0.15000000000000002,101.67864397880382
27,SPARR,2.1,200,0.15000000000000002,34.16012796629866
27,LP0,2.1,200,0.17,7.257176417011376
27,LP1,2.1,200,0.17,418.51722967879505
27,SPARR,2.1,200,0.17,38.401870356173134
27,LP0,2.1,200,0.19,4.909682446264019
27,LP1,2.1,200,0.19,328.3477537392033
27,SPARR,2.1,200,0.19,42.92268915582351
27,LP0,2.1,200,0.21000000000000002,18.51307429860334
27,LP1,2.1,200,0.21000000000000002,49.46933062046975
27,SPARR,2.1,200,0.21000000000000002,47.42444372854236
27,LP0,2.1,200,0.23,32.69386668548468
27,LP1,2.1,200,0.23,5.0414693441714515
27,SPARR,2.1,200,0.23,51.63406871281754
27,LP0,2.1,200,0.25,44.997940402253086
27,LP1,2.1,200,0.25,0.3019253667838472
27,SPARR,2.1,200,0.25,55.34102291388553
28,LP0,2.1,200,0.01,101.67864397880382
28,LP1,2.1,200,0.01,101.67864397880382
28,SPARR,2.1,200,0.01,351.47785320085
28,LP0,2.1,200,0.03,101.67864397880382
28,LP1,2.1,200,0.03,101.67864397880382
28,SPARR,2.1,200,0.03,168.77604627469162
28,LP0,2.1,200,0.05,101.67864397880382
28,LP1,2.1,200,0.05,101.67864397880382
28,SPARR,2.1,200,0.05,31.53786825359727
28,LP0,2.1,200,0.06999999999999999,2110.738064304645
28,LP1,2.1,200,0.06999999999999999,35683.99846138911
28,SPARR,2.1,200,0.06999999999999999,0.040181808699367036
28,LP0,2.1,200,0.09,254.0018495722022
28,LP1,2.1,200,0.09,63.139078122662085
28,SPARR,2.1,200,0.09,8.4343798029235
28,LP0,2.1,200,0.11,16.022878697191967
28,LP1,2.1,200,0.11,1349.4932045648782
28,SPARR,2.1,200,0.11,21.618754274709318
28,LP0,2.1,200,0.13,231.9327041319254
28,LP1,2.1,200,0.13,34.99675654722458
28,SPARR,2.1,200,0.13,32.290442373044215
28,LP0,2.1,200,0.15000000000000002,38.64605760449673
28,LP1,2.1,200,0.15000000000000002,903.1882471340818
28,SPARR,2.1,200,0.15000000000000002,40.56959910508055
28,LP0,2.1,200,0.17,1.0018396358037334
28,LP1,2.1,200,0.17,1179.5768206505425
28,SPARR,2.1,200,0.17,47.32873587470543
28,LP0,2.1,200,0.19,4.909682446264019
28,LP1,2.1,200,0.19,959.9202192225023
28,SPARR,2.1,200,0.19,53.046717415513456
28,LP0,2.1,200,0.21000000000000002,5.644023332023649
28,LP1,2.1,200,0.21000000000000002,449.21498937710527
28,SPARR,2.1,200,0.21000000000000002,57.90065681288864
28,LP0,2.1,200,0.23,18.169865084845398
28,LP1,2.1,200,0.23,368.55788965929247
28,SPARR,2.1,200,0.23,61.92985763937597
28,LP0,2.1,200,0.25,31.168470099042043
28,LP1,2.1,200,0.25,267.7595371581387
28,SPARR,2.1,200,0.25,65.13806910641868
29,LP0,2.1,200,0.01,101.67864397880382
29,LP1,2.1,200,0.01,101.67864397880382
29,SPARR,2.1,200,0.01,354.4244734596631
29,LP0,2.1,200,0.03,101.67864397880382
29,LP1,2.1,200,0.03,101.67864397880382
29,SPARR,2.1,200,0.03,10.472153017028418
29,LP0,2.1,200,0.05,101.67864397880382
29,LP1,2.1,200,0.05,101.67864397880382
29,SPARR,2.1,200,0.05,6.4450689570089095
29,LP0,2.1,200,0.06999999999999999,101.67864397880382
29,LP1,2.1,200,0.06999999999999999,101.67864397880382
29,SPARR,2.1,200,0.06999999999999999,18.20675170245935
29,LP0,2.1,200,0.09,254.0018495722022
29,LP1,2.1,200,0.09,4363.496125287117
29,SPARR,2.1,200,0.09,23.28707880164183
29,LP0,2.1,200,0.11,16.022878697191967
29,LP1,2.1,200,0.11,3.8878552733713576
29,SPARR,2.1,200,0.11,26.405720243790004
29,LP0,2.1,200,0.13,2.7091281743030873
29,LP1,2.1,200,0.13,232.0935702245103
29,SPARR,2.1,200,0.13,29.532186777166118
29,LP0,2.1,200,0.15000000000000002,21.62426842872912
29,LP1,2.1,200,0.15000000000000002,224.30785145191874
29,SPARR,2.1,200,0.15000000000000002,33.15136059239719
29,LP0,2.1,200,0.17,7.257176417011376
29,LP1,2.1,200,0.17,58.35202409065141
29,SPARR,2.1,200,0.17,37.26639387344435
29,LP0,2.1,200,0.19,23.40993245217843
29,LP1,2.1,200,0.19,75.7658638209169
29,SPARR,2.1,200,0.19,41.69959919422265
29,LP0,2.1,200,0.21000000000000002,38.80852806192659
29,LP1,2.1,200,0.21000000000000002,64.15648059223756
29,SPARR,2.1,200,0.21000000000000002,46.211280511975914
29,LP0,2.1,200,0.23,51.45333036802418
29,LP1,2.1,200,0.23,35.85394737735399
29,SPARR,2.1,200,0.23,50.55452339971048
29,LP0,2.1,200,0.25,11.105675826078777
29,LP1,2.1,200,0.25,136.26318165518282
29,SPARR,2.1,200,0.25,54.51222537999551
30,LP0,2.1,200,0.01,101.67864397880382
30,LP1,2.1,200,0.01,101.67864397880382
30,SPARR,2.1,200,0.01,347.57441458114437
30,LP0,2.1,200,0.03,101.67864397880382
30,LP1,2.1,200,0.03,101.67864397880382
30,SPARR,2.1,200,0.03,12.98137810411023
30,LP0,2.1,200,0.05,101.67864397880382
30,LP1,2.1,200,0.05,101.67864397880382
30,SPARR,2.1,200,0.05,0.2300422934562262
30,LP0,2.1,200,0.06999999999999999,101.67864397880382
30,LP1,2.1,200,0.06999999999999999,101.67864397880382
30,SPARR,2.1,200,0.06999999999999999,4.054043118679205
30,LP0,2.1,200,0.09,254.0018495722022
30,LP1,2.1,200,0.09,8244.293227197202
30,SPARR,2.1,200,0.09,9.773334862396002
30,LP0,2.1,200,0.11,16.022878697191967
30,LP1,2.1,200,0.11,29.916765907944118
30,SPARR,2.1,200,0.11,16.15196022850695
30,LP0,2.1,200,0.13,2.7091281743030873
30,LP1,2.1,200,0.13,151.6932625973819
30,SPARR,2.1,200,0.13,22.766889994440454
30,LP0,2.1,200,0.15000000000000002,0.6134063039600944
30,LP1,2.1,200,0.15000000000000002,70.9501030837162
30,SPARR,2.1,200,0.15000000000000002,29.38001669915165
30,LP0,2.1,200,0.17,1.0018396358037334
30,LP1,2.1,200,0.17,53.6913588308236
30,SPARR,2.1,200,0.17,35.7638571904726
30,LP0,2.1,200,0.19,4.909682446264019
30,LP1,2.1,200,0.19,155.07122051604694
30,SPARR,2.1,200,0.19,41.75070901574514
30,LP0,2.1,200,0.21000000000000002,18.51307429860334
30,LP1,2.1,200,0.21000000000000002,156.5286013711715
30,SPARR,2.1,200,0.21000000000000002,47.238844482135384
30,LP0,2.1,200,0.23,7.881325566106317
30,LP1,2.1,200,0.23,2.702433568332224
30,SPARR,2.1,200,0.23,52.15584007017324
30,LP0,2.1,200,0.25,19.871048573650608
30,LP1,2.1,200,0.25,25.414298003123537
30,SPARR,2.1,200,0.25,56.43676131318798
31,LP0,2.1,200,0.01,101.67864397880382
31,LP1,2.1,200,0.01,101.67864397880382
31,SPARR,2.1,200,0.01,95.84770529216912
31,LP0,2.1,200,0.03,101.67864397880382
31,LP1,2.1,200,0.03,101.67864397880382
31,SPARR,2.1,200,0.03,4.626748385152154
31,LP0,2.1,200,0.05,101.67864397880382
31,LP1,2.1,200,0.05,101.67864397880382
31,SPARR,2.1,200,0.05,9.908927319266578
31,LP0,2.1,200,0.06999999999999999,101.67864397880382
31,LP1,2.1,200,0.06999999999999999,101.67864397880382
31,SPARR,2.1,200,0.06999999999999999,12.612930958861549
31,LP0,2.1,200,0.09,101.67864397880382
31,LP1,2.1,200,0.09,101.67864397880382
31,SPARR,2.1,200,0.09,16.32495240028031
31,LP0,2.1,200,0.11,16.022878697191967
31,LP1,2.1,200,0.11,5522.687148736938
31,SPARR,2.1,200,0.11,21.08000714914552
31,LP0,2.1,200,0.13,2.7091281743030873
31,LP1,2.1,200,0.13,532.5540548884521
31,SPARR,2.1,200,0.13,26.538180408181887
31,LP0,2.1,200,0.15000000000000002,21.62426842872912
31,LP1,2.1,200,0.15000000000000002,32.87281314647642
31,SPARR,2.1,200,0.15000000000000002,32.4133570983616
31,LP0,2.1,200,0.17,40.816111198011406
31,LP1,2.1,200,0.17,0.06509586105525594
31,SPARR,2.1,200,0.17,38.37159321821572
31,LP0,2.1,200,0.19,4.909682446264019
31,LP1,2.1,200,0.19,192.95866836126183
31,SPARR,2.1,200,0.19,44.10645685676978
31,LP0,2.1,200,0.21000000000000002,5.644023332023649
31,LP1,2.1,200,0.21000000000000002,168.50590109976037
31,SPARR,2.1,200,0.21000000000000002,49.38364563922401
31,LP0,2.1,200,0.23,18.169865084845398
31,LP1,2.1,200,0.23,18.895815133869352
31,SPARR,2.1,200,0.23,54.03501963913703
31,LP0,2.1,200,0.25,19.871048573650608
31,LP1,2.1,200,0.25,40.599557232862985
31,SPARR,2.1,200,0.25,57.952007083154676
32,LP0,2.1,200,0.01,101.67864397880382
32,LP1,2.1,200,0.01,101.67864397880382
32,SPARR,2.1,200,0.01,95.80792830486651
32,LP0,2.1,200,0.03,101.67864397880382
32,LP1,2.1,200,0.03,101.67864397880382
32,SPARR,2.1,200,0.03,3.5164799041694077
32,LP0,2.1,200,0.05,101.67864397880382
32,LP1,2.1,200,0.05,101.67864397880382
32,SPARR,2.1,200,0.05,8.819212778903232
32,LP0,2.1,200,0.06999999999999999,101.67864397880382
32,LP1,2.1,200,0.06999999999999999,101.67864397880382
32,SPARR,2.1,200,0.06999999999999999,16.605875919684152
32,LP0,2.1,200,0.09,101.67864397880382
32,LP1,2.1,200,0.09,101.67864397880382
32,SPARR,2.1,200,0.09,22.288486218146033
32,LP0,2.1,200,0.11,16.022878697191967
32,LP1,2.1,200,0.11,1923.841181953135
32,SPARR,2.1,200,0.11,26.570262156035316
32,LP0,2.1,200,0.13,2.7091281743030873
32,LP1,2.1,200,0.13,95.26728052834068
32,SPARR,2.1,200,0.13,30.981914877011423
32,LP0,2.1,200,0.15000000000000002,21.62426842872912
32,LP1,2.1,200,0.15000000000000002,1.081537689666813
32,SPARR,2.1,200,0.15000000000000002,35.82794435627645
32,LP0,2.1,200,0.17,7.257176417011376
32,LP1,2.1,200,0.17,13.080971334974393
32,SPARR,2.1,200,0.17,40.87034066290578
32,LP0,2.1,200,0.19,23.40993245217843
32,LP1,2.1,200,0.19,3.557562732328344
32,SPARR,2.1,200,0.19,45.821471373983144
32,LP0,2.1,200,0.21000000000000002,18.51307429860334
32,LP1,2.1,200,0.21000000000000002,23.465156522943207
32,SPARR,2.1,200,0.21000000000000002,50.45158547779136
32,LP0,2.1,200,0.23,32.69386668548468
32,LP1,2.1,200,0.23,0.6234022606898052
32,SPARR,2.1,200,0.23,54.5879702934677
32,LP0,2.1,200,0.25,31.168470099042043
32,LP1,2.1,200,0.25,7.0027697398047355
32,SPARR,2.1,200,0.25,58.11196542613967
33,LP0,2.1,200,0.01,101.67864397880382
33,LP1,2.1,200,0.01,101.67864397880382
33,SPARR,2.1,200,0.01,101.67864397880379
33,LP0,2.1,200,0.03,101.67864397880382
33,LP1,2.1,200,0.03,101.67864397880382
33,SPARR,2.1,200,0.03,101.67828232561875
33,LP0,2.1,200,0.05,101.67864397880382
33,LP1,2.1,200,0.05,101.67864397880382
33,SPARR,2.1,200,0.05,100.2900327851315
33,LP0,2.1,200,0.06999999999999999,101.67864397880382
33,LP1,2.1,200,0.06999999999999999,101.67864397880382
33,SPARR,2.1,200,0.06999999999999999,89.55285363228678
33,LP0,2.1,200,0.09,101.67864397880382
33,LP1,2.1,200,0.09,101.67864397880382
33,SPARR,2.1,200,0.09,75.07223005283252
33,LP0,2.1,200,0.11,101.67864397880382
33,LP1,2.1,200,0.11,101.67864397880382
33,SPARR,2.1,200,0.11,64.24258737232356
33,LP0,2.1,200,0.13,101.67864397880382
33,LP1,2.1,200,0.13,101.67864397880382
33,SPARR,2.1,200,0.13,57.50527342141528
33,LP0,2.1,200,0.15000000000000002,101.67864397880382
33,LP1,2.1,200,0.15000000000000002,101.67864397880382
33,SPARR,2.1,200,0.15000000000000002,53.95531526299415
33,LP0,2.1,200,0.17,101.67864397880382
33,LP1,2.1,200,0.17,101.67864397880382
33,SPARR,2.1,200,0.17,52.730231492292326
33,LP0,2.1,200,0.19,101.67864397880382
33,LP1,2.1,200,0.19,101.67864397880382
33,SPARR,2.1,200,0.19,53.09272345142177
33,LP0,2.1,200,0.21000000000000002,101.67864397880382
33,LP1,2.1,200,0.21000000000000002,101.67864397880382
33,SPARR,2.1,200,0.21000000000000002,54.43369360216178
33,LP0,2.1,200,0.23,101.67864397880382
33,LP1,2.1,200,0.23,101.67864397880382
33,SPARR,2.1,200,0.23,56.268320667681294
33,LP0,2.1,200,0.25,61.35945948328372
33,LP1,2.1,200,0.25,285.7210577743639
33,SPARR,2.1,200,0.25,58.22962946918506
34,LP0,2.1,200,0.01,101.67864397880382
34,LP1,2.1,200,0.01,101.67864397880382
34,SPARR,2.1,200,0.01,101.67864207690592
34,LP0,2.1,200,0.03,101.67864397880382
34,LP1,2.1,200,0.03,101.67864397880382
34,SPARR,2.1,200,0.03,71.68006606712423
34,LP0,2.1,200,0.05,101.67864397880382
34,LP1,2.1,200,0.05,101.67864397880382
34,SPARR,2.1,200,0.05,28.82848937426852
34,LP0,2.1,200,0.06999999999999999,101.67864397880382
34,LP1,2.1,200,0.06999999999999999,101.67864397880382
34,SPARR,2.1,200,0.06999999999999999,17.707597148266586
34,LP0,2.1,200,0.09,101.67864397880382
34,LP1,2.1,200,0.09,101.67864397880382
34,SPARR,2.1,200,0.09,17.5717240022677
34,LP0,2.1,200,0.11,101.67864397880382
34,LP1,2.1,200,0.11,101.67864397880382
34,SPARR,2.1,200,0.11,20.841908384558657
34,LP0,2.1,200,0.13,101.67864397880382
34,LP1,2.1,200,0.13,101.67864397880382
34,SPARR,2.1,200,0.13,25.189343486190733
34,LP0,2.1,200,0.15000000000000002,21.62426842872912
34,LP1,2.1,200,0.15000000000000002,216.1040806814706
34,SPARR,2.1,200,0.15000000000000002,30.01726649553727
34,LP0,2.1,200,0.17,7.257176417011376
34,LP1,2.1,200,0.17,302.93643883872977
34,SPARR,2.1,200,0.17,35.150262218107
34,LP0,2.1,200,0.19,4.909682446264019
34,LP1,2.1,200,0.19,369.1092403808288
34,SPARR,2.1,200,0.19,40.396750966267284
34,LP0,2.1,200,0.21000000000000002,18.51307429860334
34,LP1,2.1,200,0.21000000000000002,61.85077040963214
34,SPARR,2.1,200,0.21000000000000002,45.500400516695215
34,LP0,2.1,200,0.23,7.881325566106317
34,LP1,2.1,200,0.23,154.11462011655192
34,SPARR,2.1,200,0.23,50.200437825711695
34,LP0,2.1,200,0.25,11.105675826078777
34,LP1,2.1,200,0.25,84.69218025729482
34,SPARR,2.1,200,0.25,54.292158940063956
35,LP0,2.1,200,0.01,101.67864397880382
35,LP1,2.1,200,0.01,101.67864397880382
35,SPARR,2.1,200,0.01,101.67864204480482
35,LP0,2.1,200,0.03,101.67864397880382
35,LP1,2.1,200,0.03,101.67864397880382
35,SPARR,2.1,200,0.03,47.72255823089879
35,LP0,2.1,200,0.05,101.67864397880382
35,LP1,2.1,200,0.05,101.67864397880382
35,SPARR,2.1,200,0.05,0.534173522586222
35,LP0,2.1,200,0.06999999999999999,101.67864397880382
35,LP1,2.1,200,0.06999999999999999,101.67864397880382
35,SPARR,2.1,200,0.06999999999999999,1.603072157833959
35,LP0,2.1,200,0.09,101.67864397880382
35,LP1,2.1,200,0.09,101.67864397880382
35,SPARR,2.1,200,0.09,0.10419427457203854
35,LP0,2.1,200,0.11,101.67864397880382
35,LP1,2.1,200,0.11,101.67864397880382
35,SPARR,2.1,200,0.11,3.2056843320137802
35,LP0,2.1,200,0.13,101.67864397880382
35,LP1,2.1,200,0.13,101.67864397880382
35,SPARR,2.1,200,0.13,8.585658224465433
35,LP0,2.1,200,0.15000000000000002,0.6134063039600944
35,LP1,2.1,200,0.15000000000000002,1178.942499808636
35,SPARR,2.1,200,0.15000000000000002,14.764234981472116
35,LP0,2.1,200,0.17,146.0574172909351
35,LP1,2.1,200,0.17,1339.219168590165
35,SPARR,2.1,200,0.17,21.224699405123683
35,LP0,2.1,200,0.19,31.945355458113948
35,LP1,2.1,200,0.19,20.674811513485334
35,SPARR,2.1,200,0.19,27.714571926321973
35,LP0,2.1,200,0.21000000000000002,2.1851297890949892
35,LP1,2.1,200,0.21000000000000002,87.91229991218034
35,SPARR,2.1,200,0.21000000000000002,34.018254334276136
35,LP0,2.1,200,0.23,7.881325566106317
35,LP1,2.1,200,0.23,65.22629635628522
35,SPARR,2.1,200,0.23,39.92136323230023
35,LP0,2.1,200,0.25,11.105675826078777
35,LP1,2.1,200,0.25,249.99158551730739
35,SPARR,2.1,200,0.25,45.23029288101615
36,LP0,2.1,200,0.01,101.67864397880382
36,LP1,2.1,200,0.01,101.67864397880382
36,SPARR,2.1,200,0.01,348.347166723403
36,LP0,2.1,200,0.03,101.67864397880382
36,LP1,2.1,200,0.03,101.67864397880382
36,SPARR,2.1,200,0.03,25.071004272115683
36,LP0,2.1,200,0.05,101.67864397880382
36,LP1,2.1,200,0.05,101.67864397880382
36,SPARR,2.1,200,0.05,12.473004315487183
36,LP0,2.1,200,0.06999999999999999,101.67864397880382
36,LP1,2.1,200,0.06999999999999999,101.67864397880382
36,SPARR,2.1,200,0.06999999999999999,5.422482346196861
36,LP0,2.1,200,0.09,254.0018495722022
36,LP1,2.1,200,0.09,1823.799819797462
36,SPARR,2.1,200,0.09,0.006254928893489451
36,LP0,2.1,200,0.11,16.022878697191967
36,LP1,2.1,200,0.11,198.16072160705517
36,SPARR,2.1,200,0.11,4.284254470965892
36,LP0,2.1,200,0.13,2.7091281743030873
36,LP1,2.1,200,0.13,482.64392915591225
36,SPARR,2.1,200,0.13,14.141164838748912
36,LP0,2.1,200,0.15000000000000002,0.6134063039600944
36,LP1,2.1,200,0.15000000000000002,216.4992658389801
36,SPARR,2.1,200,0.15000000000000002,25.213010116478852
36,LP0,2.1,200,0.17,22.050100854388482
36,LP1,2.1,200,0.17,1.278411181115516
36,SPARR,2.1,200,0.17,35.511006719944206
36,LP0,2.1,200,0.19,9.177393949231783
36,LP1,2.1,200,0.19,82.13204561890689
36,SPARR,2.1,200,0.19,44.42780292003211
36,LP0,2.1,200,0.21000000000000002,11.595287212745998
36,LP1,2.1,200,0.21000000000000002,0.015708547536895993
36,SPARR,2.1,200,0.21000000000000002,51.87641590237571
36,LP0,2.1,200,0.23,0.01063277432880684
36,LP1,2.1,200,0.23,100.67282351358799
36,SPARR,2.1,200,0.23,57.91756421876928
36,LP0,2.1,200,0.25,4.872351856326545
36,LP1,2.1,200,0.25,200.3614842954764
36,SPARR,2.1,200,0.25,62.64818419184489
37,LP0,2.1,200,0.01,101.67864397880382
37,LP1,2.1,200,0.01,101.67864397880382
37,SPARR,2.1,200,0.01,2.274161014815619
37,LP0,2.1,200,0.03,101.67864397880382
37,LP1,2.1,200,0.03,101.67864397880382
37,SPARR,2.1,200,0.03,11.395721655677965
37,LP0,2.1,200,0.05,101.67864397880382
37,LP1,2.1,200,0.05,101.67864397880382
37,SPARR,2.1,200,0.05,0.17554672689433615
37,LP0,2.1,200,0.06999999999999999,101.67864397880382
37,LP1,2.1,200,0.06999999999999999,101.67864397880382
37,SPARR,2.1,200,0.06999999999999999,7.459242646811589
37,LP0,2.1,200,0.09,254.0018495722022
37,LP1,2.1,200,0.09,13137.737041430906
37,SPARR,2.1,200,0.09,17.396744529188794
37,LP0,2.1,200,0.11,16.022878697191967
37,LP1,2.1,200,0.11,302.88480226793564
37,SPARR,2.1,200,0.11,26.64801496723118
37,LP0,2.1,200,0.13,2.7091281743030873
37,LP1,2.1,200,0.13,39.71218338717365
37,SPARR,2.1,200,0.13,34.9037220839495
37,LP0,2.1,200,0.15000000000000002,0.6134063039600944
37,LP1,2.1,200,0.15000000000000002,36.836826627657125
37,SPARR,2.1,200,0.15000000000000002,42.2699193343769
37,LP0,2.1,200,0.17,7.257176417011376
37,LP1,2.1,200,0.17,32.57413524836344
37,SPARR,2.1,200,0.17,48.81543243808323
37,LP0,2.1,200,0.19,23.40993245217843
37,LP1,2.1,200,0.19,74.89185240675204
37,SPARR,2.1,200,0.19,54.55635623424841
37,LP0,2.1,200,0.21000000000000002,18.51307429860334
37,LP1,2.1,200,0.21000000000000002,9.041998410415264
37,SPARR,2.1,200,0.21000000000000002,59.47395897420121
37,LP0,2.1,200,0.23,18.169865084845398
37,LP1,2.1,200,0.23,6.5164967717416005
37,SPARR,2.1,200,0.23,63.53600421427071
37,LP0,2.1,200,0.25,31.168470099042043
37,LP1,2.1,200,0.25,1.096832784675929
37,SPARR,2.1,200,0.25,66.72465308682908
38,LP0,2.1,200,0.01,101.67864397880382
38,LP1,2.1,200,0.01,101.67864397880382
38,SPARR,2.1,200,0.01,97.31580562090357
38,LP0,2.1,200,0.03,101.67864397880382
38,LP1,2.1,200,0.03,101.67864397880382
38,SPARR,2.1,200,0.03,4.475369160742274
38,LP0,2.1,200,0.05,101.67864397880382
38,LP1,2.1,200,0.05,101.67864397880382
38,SPARR,2.1,200,0.05,5.281712982430993
38,LP0,2.1,200,0.06999999999999999,101.67864397880382
38,LP1,2.1,200,0.06999999999999999,101.67864397880382
38,SPARR,2.1,200,0.06999999999999999,8.190413177640282
38,LP0,2.1,200,0.09,101.67864397880382
38,LP1,2.1,200,0.09,101.67864397880382
38,SPARR,2.1,200,0.09,14.082497001073072
38,LP0,2.1,200,0.11,16.022878697191967
38,LP1,2.1,200,0.11,533.3681576956538
38,SPARR,2.1,200,0.11,20.91493342667593
38,LP0,2.1,200,0.13,2.7091281743030873
38,LP1,2.1,200,0.13,0.6430978727383622
38,SPARR,2.1,200,0.13,27.316558785540586
38,LP0,2.1,200,0.15000000000000002,21.62426842872912
38,LP1,2.1,200,0.15000000000000002,23.01752405451806
38,SPARR,2.1,200,0.15000000000000002,33.10939400662007
38,LP0,2.1,200,0.17,7.257176417011376
38,LP1,2.1,200,0.17,3.3727852784112375
38,SPARR,2.1,200,0.17,38.454413236754235
38,LP0,2.1,200,0.19,4.909682446264019
38,LP1,2.1,200,0.19,80.78723205221067
38,SPARR,2.1,200,0.19,43.431103866871304
38,LP0,2.1,200,0.21000000000000002,5.644023332023649
38,LP1,2.1,200,0.21000000000000002,82.4637921410937
38,SPARR,2.1,200,0.21000000000000002,48.00404155097037
38,LP0,2.1,200,0.23,18.169865084845398
38,LP1,2.1,200,0.23,1.626515603428707
38,SPARR,2.1,200,0.23,52.08928410394207
38,LP0,2.1,200,0.25,19.871048573650608
38,LP1,2.1,200,0.25,0.0010742007444550052
38,SPARR,2.1,200,0.25,55.6079050546486
39,LP0,2.1,200,0.01,101.67864397880382
39,LP1,2.1,200,0.01,101.67864397880382
39,SPARR,2.1,200,0.01,101.66860642092333
39,LP0,2.1,200,0.03,101.67864397880382
39,LP1,2.1,200,0.03,101.67864397880382
39,SPARR,2.1,200,0.03,10.02850011974604
39,LP0,2.1,200,0.05,101.67864397880382
39,LP1,2.1,200,0.05,101.67864397880382
39,SPARR,2.1,200,0.05,0.15346552431842625
39,LP0,2.1,200,0.06999999999999999,101.67864397880382
39,LP1,2.1,200,0.06999999999999999,101.67864397880382
39,SPARR,2.1,200,0.06999999999999999,4.185893486046313
39,LP0,2.1,200,0.09,101.67864397880382
39,LP1,2.1,200,0.09,101.67864397880382
39,SPARR,2.1,200,0.09,11.097340296909898
39,LP0,2.1,200,0.11,101.67864397880382
39,LP1,2.1,200,0.11,101.67864397880382
39,SPARR,2.1,200,0.11,16.907508776029097
39,LP0,2.1,200,0.13,46.127148225343646
39,LP1,2.1,200,0.13,2678.7319188235138
39,SPARR,2.1,200,0.13,22.111224711391717
39,LP0,2.1,200,0.15000000000000002,0.6134063039600944
39,LP1,2.1,200,0.15000000000000002,154.45416414146166
39,SPARR,2.1,200,0.15000000000000002,27.299553396829413
39,LP0,2.1,200,0.17,1.0018396358037334
39,LP1,2.1,200,0.17,65.32010931739507
39,SPARR,2.1,200,0.17,32.55536086813174
39,LP0,2.1,200,0.19,4.909682446264019
39,LP1,2.1,200,0.19,18.50014389459612
39,SPARR,2.1,200,0.19,37.75956872177911
39,LP0,2.1,200,0.21000000000000002,18.51307429860334
39,LP1,2.1,200,0.21000000000000002,57.78185155973744
39,SPARR,2.1,200,0.21000000000000002,42.74321540034016
39,LP0,2.1,200,0.23,32.69386668548468
39,LP1,2.1,200,0.23,63.39952839154579
39,SPARR,2.1,200,0.23,47.33988133231844
39,LP0,2.1,200,0.25,19.871048573650608
39,LP1,2.1,200,0.25,3.8901793331730863
39,SPARR,2.1,200,0.25,51.41226561980908
40,LP0,2.1,200,0.01,101.67864397880382
40,LP1,2.1,200,0.01,101.67864397880382
40,SPARR,2.1,200,0.01,818.4762710155456
40,LP0,2.1,200,0.03,101.67864397880382
40,LP1,2.1,200,0.03,101.67864397880382
40,SPARR,2.1,200,0.03,11.616140702626556
40,LP0,2.1,200,0.05,101.67864397880382
40,LP1,2.1,200,0.05,101.67864397880382
40,SPARR,2.1,200,0.05,12.652588088087864
40,LP0,2.1,200,0.06999999999999999,2110.738064304645
40,LP1,2.1,200,0.06999999999999999,73771.56491704134
40,SPARR,2.1,200,0.06999999999999999,35.83956192650151
40,LP0,2.1,200,0.09,254.0018495722022
40,LP1,2.1,200,0.09,249.88396260350595
40,SPARR,2.1,200,0.09,46.621702918516434
40,LP0,2.1,200,0.11,16.022878697191967
40,LP1,2.1,200,0.11,759.8580537478118
40,SPARR,2.1,200,0.11,50.8271940326956
40,LP0,2.1,200,0.13,2.7091281743030873
40,LP1,2.1,200,0.13,823.902375604943
40,SPARR,2.1,200,0.13,52.94561098626704
40,LP0,2.1,200,0.15000000000000002,21.62426842872912
40,LP1,2.1,200,0.15000000000000002,573.7856891845012
40,SPARR,2.1,200,0.15000000000000002,55.03951121529577
40,LP0,2.1,200,0.17,40.816111198011406
40,LP1,2.1,200,0.17,301.53509353558445
40,SPARR,2.1,200,0.17,57.63601961358453
40,LP0,2.1,200,0.19,55.66625296302504
40,LP1,2.1,200,0.19,132.93625029560002
40,SPARR,2.1,200,0.19,60.621591747856094
40,LP0,2.1,200,0.21000000000000002,66.53038462199343
40,LP1,2.1,200,0.21000000000000002,55.58703698035175
40,SPARR,2.1,200,0.21000000000000002,63.712947253180715
40,LP0,2.1,200,0.23,74.44825613246391
40,LP1,2.1,200,0.23,14.92218478628588
40,SPARR,2.1,200,0.23,66.63604770135882
40,LP0,2.1,200,0.25,44.997940402253086
40,LP1,2.1,200,0.25,25.92913321130323
40,SPARR,2.1,200,0.25,69.1821334058305
41,LP0,2.1,200,0.01,101.67864397880382
41,LP1,2.1,200,0.01,101.67864397880382
41,SPARR,2.1,200,0.01,1.9807083247577542
41,LP0,2.1,200,0.03,101.67864397880382
41,LP1,2.1,200,0.03,101.67864397880382
41,SPARR,2.1,200,0.03,3.6066665655262744
41,LP0,2.1,200,0.05,101.67864397880382
